NO,True Label,Predicted Label,TP,TN,FP,FN
264,Terperangkap di dalam atau diantara benda-benda,Tertimpa Benda-Benda Jatuh,0,0,0,1
265,Tertimpa Benda-Benda Jatuh,Paparan/Kontak dengan Zat atau Radiasi Berbahaya,0,0,0,1
266,Paparan/Kontak dengan Zat atau Radiasi Berbahaya,Paparan/Kontak dengan Zat atau Radiasi Berbahaya,1,0,0,0
267,Paparan/Kontak dengan Zat atau Radiasi Berbahaya,Paparan/Kontak dengan Zat atau Radiasi Berbahaya,1,0,0,0
268,Terperangkap di dalam atau diantara benda-benda,"Menginjak, Menabrak, atau Tertimpa Benda, kecuali Benda yang Jatuh",0,0,0,1
269,Melakukan Gerakan Berat,"Menginjak, Menabrak, atau Tertimpa Benda, kecuali Benda yang Jatuh",0,0,0,1
270,Terjatuh,Terjatuh,1,0,0,0
271,Terperangkap di dalam atau diantara benda-benda,"Menginjak, Menabrak, atau Tertimpa Benda, kecuali Benda yang Jatuh",0,0,0,1
272,Terjatuh,Terjatuh,1,0,0,0
273,Tertimpa Benda-Benda Jatuh,Tertimpa Benda-Benda Jatuh,1,0,0,0
274,Paparan/Kontak dengan Suhu Ekstrem ,Paparan/Kontak dengan Suhu Ekstrem ,1,0,0,0
275,Paparan/Kontak dengan Zat atau Radiasi Berbahaya,Paparan/Kontak dengan Zat atau Radiasi Berbahaya,1,0,0,0
276,Paparan/Kontak dengan Suhu Ekstrem ,Paparan/Kontak dengan Suhu Ekstrem ,1,0,0,0
277,Melakukan Gerakan Berat,Melakukan Gerakan Berat,1,0,0,0
278,Kontak dengan Arus Listrik,Kontak dengan Arus Listrik,1,0,0,0
279,Paparan/Kontak dengan Suhu Ekstrem ,Paparan/Kontak dengan Suhu Ekstrem ,1,0,0,0
280,Kontak dengan Arus Listrik,Kontak dengan Arus Listrik,1,0,0,0
281,Paparan/Kontak dengan Suhu Ekstrem ,Paparan/Kontak dengan Suhu Ekstrem ,1,0,0,0
282,"Menginjak, Menabrak, atau Tertimpa Benda, kecuali Benda yang Jatuh","Menginjak, Menabrak, atau Tertimpa Benda, kecuali Benda yang Jatuh",1,0,0,0
283,Paparan/Kontak dengan Zat atau Radiasi Berbahaya,Paparan/Kontak dengan Zat atau Radiasi Berbahaya,1,0,0,0
284,Paparan/Kontak dengan Suhu Ekstrem ,Paparan/Kontak dengan Suhu Ekstrem ,1,0,0,0
285,Terperangkap di dalam atau diantara benda-benda,Terperangkap di dalam atau diantara benda-benda,1,0,0,0
286,Paparan/Kontak dengan Zat atau Radiasi Berbahaya,Paparan/Kontak dengan Zat atau Radiasi Berbahaya,1,0,0,0
287,Melakukan Gerakan Berat,Melakukan Gerakan Berat,1,0,0,0
288,Kontak dengan Arus Listrik,Kontak dengan Arus Listrik,1,0,0,0
