NO,True Label,Predicted Label,TP,TN,FP,FN
271,Terperangkap di dalam atau diantara benda-benda,"Menginjak, Menabrak, atau Tertimpa Benda, kecuali Benda yang Jatuh",0,0,0,1
272,Terjatuh,Tertimpa Benda-Benda Jatuh,0,0,0,1
273,Tertimpa Benda-Benda Jatuh,Tertimpa Benda-Benda Jatuh,1,0,0,0
274,Paparan/Kontak dengan Suhu Ekstrem ,Tertimpa Benda-Benda Jatuh,0,0,0,1
275,Paparan/Kontak dengan Zat atau Radiasi Berbahaya,Paparan/Kontak dengan Zat atau Radiasi Berbahaya,1,0,0,0
276,Paparan/Kontak dengan Suhu Ekstrem ,Tertimpa Benda-Benda Jatuh,0,0,0,1
277,Melakukan Gerakan Berat,Melakukan Gerakan Berat,1,0,0,0
278,Kontak dengan Arus Listrik,Tertimpa Benda-Benda Jatuh,0,0,0,1
279,Paparan/Kontak dengan Suhu Ekstrem ,Tertimpa Benda-Benda Jatuh,0,0,0,1
280,Kontak dengan Arus Listrik,Tertimpa Benda-Benda Jatuh,0,0,0,1
281,Paparan/Kontak dengan Suhu Ekstrem ,Tertimpa Benda-Benda Jatuh,0,0,0,1
282,"Menginjak, Menabrak, atau Tertimpa Benda, kecuali Benda yang Jatuh","Menginjak, Menabrak, atau Tertimpa Benda, kecuali Benda yang Jatuh",1,0,0,0
283,Paparan/Kontak dengan Zat atau Radiasi Berbahaya,Paparan/Kontak dengan Zat atau Radiasi Berbahaya,1,0,0,0
284,Paparan/Kontak dengan Suhu Ekstrem ,Tertimpa Benda-Benda Jatuh,0,0,0,1
285,Terperangkap di dalam atau diantara benda-benda,Tertimpa Benda-Benda Jatuh,0,0,0,1
286,Paparan/Kontak dengan Zat atau Radiasi Berbahaya,Tertimpa Benda-Benda Jatuh,0,0,0,1
287,Melakukan Gerakan Berat,Melakukan Gerakan Berat,1,0,0,0
288,Kontak dengan Arus Listrik,Kontak dengan Arus Listrik,1,0,0,0
